1.752391129814051851e+02,1.752391129814051851e+02,-8.523911298140518511e+01,-8.523911298140518511e+01,2.140686145280500341e+02,-3.205160379526205361e+00
1.680563179697625174e+02,1.680563179697625174e+02,-7.805631796976250314e+01,-7.805631796976250314e+01,1.112495290627130089e+02,-3.224997486584470607e+00
1.544559430744320707e+02,1.544559430744320707e+02,-6.445594307443205651e+01,-6.445594307443205651e+01,1.035908750484541656e+02,-3.244825943875184748e+00
1.406633346901903963e+02,1.406633346901903963e+02,-5.066333469019039626e+01,-5.066333469019039626e+01,1.033095480709729941e+02,-3.264645706782175694e+00
1.269172958259246116e+02,1.269172958259246116e+02,-3.691729582592461867e+01,-3.691729582592461867e+01,1.049134543751192155e+02,-3.284456730696547311e+00
1.133094048431939456e+02,1.133094048431939456e+02,-2.330940484319394912e+01,-2.330940484319394912e+01,1.075386304445531209e+02,-3.304258970307273557e+00
9.993284356068323859e+01,9.993284356068323859e+01,-9.932843560683240369e+00,-9.932843560683240369e+00,1.110667800861327805e+02,-3.324052381081855856e+00
8.669579356964797512e+01,8.691901781960038420e+01,3.304206430352022217e+00,3.080982180399610471e+00,1.156620117112612434e+02,-3.343836918404122116e+00
7.441833010365054690e+01,7.447730444248865922e+01,1.558166989634945132e+01,1.552269555751133545e+01,1.217147415551053200e+02,-3.363612537097651511e+00
6.293077051531091115e+01,6.296350171253858008e+01,2.706922948468909240e+01,2.703649828746141992e+01,1.298923446228948819e+02,-3.383379192640859401e+00
5.297679495175059117e+01,5.299906924696695398e+01,3.702320504824940883e+01,3.700093075303304602e+01,1.411830396651555475e+02,-3.403136840504885186e+00
4.560411379786493313e+01,4.562129483786174688e+01,4.439588620213506687e+01,4.437870516213825312e+01,1.566132897195178657e+02,-3.422885435556963785e+00
4.220051676469321222e+01,4.221577639464453569e+01,4.779948323530678778e+01,4.778422360535546431e+01,1.759493194002159271e+02,-3.442624933333718218e+00
4.370740169402122888e+01,4.372348537834121629e+01,4.629259830597877112e+01,4.627651462165878371e+01,1.961298091365752612e+02,-3.462355289379047463e+00
4.967862908957077650e+01,4.969843757727434763e+01,4.032137091042922350e+01,4.030156242272565237e+01,2.132751505361923421e+02,-3.482076458687515697e+00
5.876302298895740250e+01,5.879066608788225778e+01,3.123697701104260105e+01,3.120933391211774222e+01,2.261087928207344362e+02,-3.501788396821211791e+00
6.974189921402930281e+01,6.978690678784009549e+01,2.025810078597070074e+01,2.021309321215990806e+01,2.353868627519391623e+02,-3.521491059473191854e+00
8.180833137421548429e+01,8.191692514860933727e+01,8.191668625784512159e+00,8.083074851390660953e+00,2.421863537040165397e+02,-3.541184401619830169e+00
9.473741754667877046e+01,9.473741754667877046e+01,-4.737417546678771352e+00,-4.737417546678771352e+00,2.473034632487301110e+02,-3.560868379026942421e+00
1.079917366661598521e+02,1.079917366661598521e+02,-1.799173666615984857e+01,-1.799173666615984857e+01,2.512303533065307306e+02,-3.580542947398498654e+00
1.215236320276027300e+02,1.215236320276027300e+02,-3.152363202760272642e+01,-3.152363202760272642e+01,2.542209241159016528e+02,-3.600208061892772093e+00
1.352289816678772922e+02,1.352289816678772922e+02,-4.522898166787728513e+01,-4.522898166787728513e+01,2.562924299963063959e+02,-3.619863678275578422e+00
1.490223750459248038e+02,1.490223750459248038e+02,-5.902237504592481088e+01,-5.902237504592481088e+01,2.570072470927147492e+02,-3.639509752472804394e+00
1.627714356255572170e+02,1.627714356255572170e+02,-7.277143562555723122e+01,-7.277143562555723122e+01,2.539736865195786208e+02,-3.659146239660913125e+00
1.752418091453583884e+02,1.752418091453583884e+02,-8.524180914535840259e+01,-8.524180914535840259e+01,2.157149055413979113e+02,-3.678773095805809135e+00
1.681845057558246594e+02,1.681845057558246594e+02,-7.818450575582464523e+01,-7.818450575582464523e+01,1.110178007560234619e+02,-3.698390276840655133e+00
1.545698675574408298e+02,1.545698675574408298e+02,-6.456986755744082984e+01,-6.456986755744082984e+01,1.034143306851387933e+02,-3.717997738145641051e+00
1.407684677093821790e+02,1.407684677093821790e+02,-5.076846770938217190e+01,-5.076846770938217190e+01,1.031706032109241278e+02,-3.737595435803086730e+00
1.270146807385286536e+02,1.270146807385286536e+02,-3.701468073852865359e+01,-3.701468073852865359e+01,1.047924224984933517e+02,-3.757183325891674031e+00
1.133986944529684422e+02,1.133986944529684422e+02,-2.339869445296844930e+01,-2.339869445296844930e+01,1.074248804468181220e+02,-3.776761363893456291e+00
1.000128207935032663e+02,1.000128207935032663e+02,-1.001282079350326093e+01,-1.001282079350326093e+01,1.109531467728519374e+02,-3.796329506028996548e+00
8.676126734452272160e+01,8.698752242945816704e+01,3.238732655477281508e+00,3.012477570541836069e+00,1.155423767862891964e+02,-3.815887708511581877e+00
7.447167068630389508e+01,7.453084838092237874e+01,1.552832931369611025e+01,1.546915161907761949e+01,1.215828999099016983e+02,-3.835435927008802537e+00
6.296382492745358661e+01,6.299660204338286462e+01,2.703617507254640984e+01,2.700339795661713538e+01,1.297419246483293591e+02,-3.854974117828533053e+00
5.298128684492249363e+01,5.300356474685588637e+01,3.701871315507750637e+01,3.699643525314411363e+01,1.410101053351222049e+02,-3.874502237405977212e+00
4.557009696512533026e+01,4.558725768784027821e+01,4.442990303487466974e+01,4.441274231215972179e+01,1.564256228350760694e+02,-3.894020241517864633e+00
4.212261382434238755e+01,4.213783191494172087e+01,4.787738617565761245e+01,4.786216808505827913e+01,1.757788014630006046e+02,-3.913528086643054849e+00
4.359372798097499668e+01,4.360974809337407976e+01,4.640627201902500332e+01,4.639025190662592024e+01,1.960149376141301047e+02,-3.933025729387736646e+00
4.954599991551470595e+01,4.956571621510243375e+01,4.045400008448529405e+01,4.043428378489756625e+01,2.132217424797826482e+02,-3.952513125699624652e+00
5.862445149966335123e+01,5.865194610195425895e+01,3.137554850033665232e+01,3.134805389804574105e+01,2.260989034898792340e+02,-3.971990232206735527e+00
6.960399952862034922e+01,6.964868497985501961e+01,2.039600047137964722e+01,2.035131502014498395e+01,2.354038325557686164e+02,-3.991457005689881044e+00
8.167487806350131052e+01,8.178191169098437285e+01,8.325121936498693032e+00,8.218088309015634252e+00,2.422209679217845633e+02,-4.010913402293226682e+00
9.460669761293250701e+01,9.460669761293250701e+01,-4.606697612932512342e+00,-4.606697612932512342e+00,2.473521963611007095e+02,-4.030359378812136129e+00
1.078658231066673494e+02,1.078658231066673494e+02,-1.786582310666735296e+01,-1.786582310666735296e+01,2.512937383223347751e+02,-4.049794892198406160e+00
1.214029725722635078e+02,1.214029725722635078e+02,-3.140297257226351135e+01,-3.140297257226351135e+01,2.543036315092959967e+02,-4.069219898796291091e+00
1.351143491643638015e+02,1.351143491643638015e+02,-4.511434916436380149e+01,-4.511434916436380149e+01,2.564062587317365001e+02,-4.088634355623071315e+00
1.489156640900775130e+02,1.489156640900775130e+02,-5.891566409007751304e+01,-5.891566409007751304e+01,2.571833145249355539e+02,-4.108038219808804570e+00
1.626795495222091859e+02,1.626795495222091859e+02,-7.267954952220918585e+01,-7.267954952220918585e+01,2.543305101082175668e+02,-4.127431447854178259e+00
1.752472011125776135e+02,1.752472011125776135e+02,-8.524720111257761346e+01,-8.524720111257761346e+01,2.174073918546025652e+02,-4.146813997009303421e+00
1.683135309978810312e+02,1.683135309978810312e+02,-7.831353099788103123e+01,-7.831353099788103123e+01,1.107438111924728332e+02,-4.166185824600688647e+00
1.546828722662132805e+02,1.546828722662132805e+02,-6.468287226621328045e+01,-6.468287226621328045e+01,1.032185728139621119e+02,-4.185546887347300071e+00
1.408719303672150431e+02,1.408719303672150431e+02,-5.087193036721504313e+01,-5.087193036721504313e+01,1.030192039636435766e+02,-4.204897142695699586e+00
1.271098255473106065e+02,1.271098255473106065e+02,-3.710982554731059935e+01,-3.710982554731059935e+01,1.046619090354496961e+02,-4.224236548187036533e+00
