Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,19611,-,-,India,19.15,72.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2014,4,20,18,30,26,0,26,32,52,37,17,35.01644491637063,1005.5784912109375,34.97644499563212,84.55983755548199,3.050055138363899,0.0,267.0894775390625,2.6181821823120117,0
2014,4,20,19,30,0,0,0,0,0,0,19,33.34538429291837,1006.437255859375,43.05395908372333,98.36775716613575,3.059362955063678,0.0,266.75665283203125,2.821655511856079,0
2014,4,20,20,30,0,0,0,0,0,0,20,32.06864246200365,1007.3237915039062,50.864382545187794,111.80122413784419,3.032702114896102,0.0,271.21661376953125,2.6939659118652344,0
2014,4,20,21,30,0,0,0,0,0,0,22,31.001659073241285,1007.640380859375,59.28969607474891,124.56926202448061,2.9941862547849674,0.0,277.49481201171875,2.4231395721435547,0
2014,4,20,22,30,0,0,0,0,0,0,23,30.15138188131317,1007.9879760742188,66.89246178653268,136.07148310556283,2.923202121356304,0.0,283.60174560546875,2.0697731971740723,0
2014,4,20,23,30,0,0,0,0,0,0,24,29.466119339801082,1007.575439453125,73.99638439644194,145.02301947663403,2.822184371082019,0.0,293.56683349609375,1.7624706029891968,0
2014,4,21,0,30,0,0,0,0,0,0,24,28.918105392520943,1006.9547729492188,78.66148950201823,149.11188390373198,2.7017270160595097,0.0,311.1331787109375,1.6128849983215332,0
2014,4,21,1,30,0,0,0,0,0,0,25,28.52068050024735,1006.3818359375,81.5357426532855,146.5045473690244,2.579877025426705,0.0,332.41119384765625,1.6995762586593628,0
2014,4,21,2,30,0,0,0,0,0,0,25,28.082706465952924,1005.81201171875,84.05712392647125,138.44424738623496,2.482439548045531,0.0,0.49225616455078125,1.7274754047393799,0
2014,4,21,3,30,0,0,0,0,0,0,24,27.717143628728138,1005.5831298828125,85.10596142433354,127.38381320290529,2.4004252019861827,0.0,30.005306243896484,1.9394583702087402,0
