tracker_theta,aoi,surface_azimuth,surface_tilt
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
4.666482884374545392e-04,2.501602878382250594e+01,9.000000000000000000e+01,4.666482884374545392e-04
8.070964491082577297e-04,3.890687618861806385e+01,9.000000000000000000e+01,8.070964491082577297e-04
1.314300199325657559e-03,5.273390239148906744e+01,9.000000000000000000e+01,1.314300199311446704e-03
2.291298871185176722e-03,6.642192257141692835e+01,9.000000000000000000e+01,2.291298871170965867e-03
5.605816869078239506e-03,7.988561716856936812e+01,9.000000000000000000e+01,5.605816869078239506e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
1.102625335348267299e+01,7.575552794479010288e+01,9.000000000000000000e+01,1.102625335348267299e+01
7.182261867335138561e+01,1.701015584436315109e+01,9.000000000000000000e+01,7.182261867335137140e+01
5.819426663773221264e+01,1.257176512150318359e+01,9.000000000000000000e+01,5.819426663773221264e+01
4.459281902684900700e+01,8.745192303237898201e+00,9.000000000000000000e+01,4.459281902684900700e+01
3.090674907030818730e+01,5.747664959533628881e+00,9.000000000000000000e+01,3.090674907030818730e+01
1.709682729154521041e+01,3.757321317401798311e+00,9.000000000000000000e+01,1.709682729154521041e+01
3.168184012510096181e+00,2.889142423871266629e+00,9.000000000000000000e+01,3.168184012510096181e+00
1.974085002700576297e-04,1.116709043035148952e+01,9.000000000000000000e+01,1.974085002700576297e-04
4.659280294418977064e-04,2.498213116214479967e+01,9.000000000000000000e+01,4.659280294418977064e-04
8.064868108874634345e-04,3.888571837903019457e+01,9.000000000000000000e+01,8.064868108874634345e-04
1.313794587105121536e-03,5.272327810981427376e+01,9.000000000000000000e+01,1.313794587105121536e-03
2.291280243980509113e-03,6.642175180994291850e+01,9.000000000000000000e+01,2.291280243980509113e-03
5.612173361754457801e-03,7.989683685561968218e+01,9.000000000000000000e+01,5.612173361740246946e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
1.081085362074384193e+01,7.601807259955099028e+01,9.000000000000000000e+01,1.081085362074384193e+01
7.190055704780941426e+01,1.688347065626335208e+01,9.000000000000000000e+01,7.190055704780942847e+01
5.826599662225135035e+01,1.244238819760836279e+01,9.000000000000000000e+01,5.826599662225135035e+01
4.465668225178120565e+01,8.612217081519872863e+00,9.000000000000000000e+01,4.465668225178120565e+01
3.096119512265076423e+01,5.610711147585937475e+00,9.000000000000000000e+01,3.096119512265075002e+01
1.714064648139707003e+01,3.616590151403311637e+00,9.000000000000000000e+01,1.714064648139707003e+01
3.201482171226757600e+00,2.747533703838025865e+00,9.000000000000000000e+01,3.201482171226757600e+00
1.963665385460444668e-04,1.110961831450010351e+01,9.000000000000000000e+01,1.963665385460444668e-04
4.652564817035909073e-04,2.495050919903649955e+01,9.000000000000000000e+01,4.652564817035909073e-04
8.059512177851502202e-04,3.886711993837240442e+01,9.000000000000000000e+01,8.059512177851502202e-04
1.313424789344708188e-03,5.271550437906950748e+01,9.000000000000000000e+01,1.313424789344708188e-03
2.291607297550513067e-03,6.642474967355362026e+01,9.000000000000000000e+01,2.291607297536302212e-03
5.620549152695275552e-03,7.991158319559788481e+01,9.000000000000000000e+01,5.620549152695275552e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
1.059472017389227005e+01,7.628167874841324192e+01,9.000000000000000000e+01,1.059472017389225584e+01
7.197884090469757723e+01,1.675007869872612076e+01,9.000000000000000000e+01,7.197884090469757723e+01
5.833785363773074550e+01,1.230629602137047485e+01,9.000000000000000000e+01,5.833785363773074550e+01
4.472034112553199492e+01,8.472526520660018434e+00,9.000000000000000000e+01,4.472034112553198781e+01
3.101501167775837331e+01,5.467063742018725137e+00,9.000000000000000000e+01,3.101501167775837331e+01
1.718334548437974263e+01,3.469214828772184234e+00,9.000000000000000000e+01,1.718334548437972842e+01
3.233392188021284142e+00,2.599340749803677575e+00,9.000000000000000000e+01,3.233392188021284142e+00
1.953637857212697782e-04,1.105428747905354037e+01,9.000000000000000000e+01,1.953637857212697782e-04
4.646370220200424228e-04,2.492132556025860168e+01,9.000000000000000000e+01,4.646370220200424228e-04
8.054927900360553394e-04,3.885119332684366356e+01,9.000000000000000000e+01,8.054927900360553394e-04
1.313194669521067226e-03,5.271066549906031895e+01,9.000000000000000000e+01,1.313194669521067226e-03
2.292287203005116680e-03,6.643097957528941322e+01,9.000000000000000000e+01,2.292287203005116680e-03
5.630987985213664615e-03,7.992990218061844132e+01,9.000000000000000000e+01,5.630987985213664615e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
1.037805474237860892e+01,7.654613673710498745e+01,9.000000000000000000e+01,1.037805474237860892e+01
7.205739146946527285e+01,1.661000126227976281e+01,9.000000000000000000e+01,7.205739146946527285e+01
5.840976272189854512e+01,1.216351295122385068e+01,9.000000000000000000e+01,5.840976272189853802e+01
4.478372427933297217e+01,8.326149002521999520e+00,9.000000000000000000e+01,4.478372427933296507e+01
3.106812955884602445e+01,5.316755708162870242e+00,9.000000000000000000e+01,3.106812955884602445e+01
1.722485480007863146e+01,3.315232636481210804e+00,9.000000000000000000e+01,1.722485480007863146e+01
3.263846074803922193e+00,2.444560271670389806e+00,9.000000000000000000e+01,3.263846074803922193e+00
1.944062367442711547e-04,1.100143144900127012e+01,9.000000000000000000e+01,1.944062367442711547e-04
4.640730584810626169e-04,2.489474440717401293e+01,9.000000000000000000e+01,4.640730584810626169e-04
8.051146489549410035e-04,3.883805064954960784e+01,9.000000000000000000e+01,8.051146489549410035e-04
1.313108096368864608e-03,5.270884479125748356e+01,9.000000000000000000e+01,1.313108096368864608e-03
2.293327333489969533e-03,6.644050417486162985e+01,9.000000000000000000e+01,2.293327333489969533e-03
5.643537323052782995e-03,7.995183789671365560e+01,9.000000000000000000e+01,5.643537323052782995e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
1.016109460408566179e+01,7.681118915463429175e+01,9.000000000000000000e+01,1.016109460408566179e+01
7.213612526911850864e+01,1.646326159608737782e+01,9.000000000000000000e+01,7.213612526911850864e+01
5.848164697612332930e+01,1.201406536783092172e+01,9.000000000000000000e+01,5.848164697612332930e+01
4.484675960220927493e+01,8.173114969274818620e+00,9.000000000000000000e+01,4.484675960220926783e+01
3.112048011646015766e+01,5.159822179663270170e+00,9.000000000000000000e+01,3.112048011646015766e+01
1.726510580446279164e+01,3.154683132147387603e+00,9.000000000000000000e+01,1.726510580446279164e+01
3.292768427503915518e+00,2.283184909535847407e+00,9.000000000000000000e+01,3.292768427503915518e+00
1.935000743316095395e-04,1.095139445297922620e+01,9.000000000000000000e+01,1.935000743316095395e-04
4.635680255802299143e-04,2.487093109880602881e+01,9.000000000000000000e+01,4.635680255802299143e-04
8.048199204893080605e-04,3.882780369582918922e+01,9.000000000000000000e+01,8.048199204893080605e-04
1.313168975642042824e-03,5.271012515076479588e+01,9.000000000000000000e+01,1.313168975627831969e-03
2.294735335894415584e-03,6.645338586322242236e+01,9.000000000000000000e+01,2.294735335894415584e-03
5.658251603918529327e-03,7.997743767657112812e+01,9.000000000000000000e+01,5.658251603918529327e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
9.944046429350791527e+00,7.707661548027557785e+01,9.000000000000000000e+01,9.944046429350791527e+00
7.221496366461124694e+01,1.630988577408538376e+01,9.000000000000000000e+01,7.221496366461124694e+01
5.855343251839371987e+01,1.185798231473188125e+01,9.000000000000000000e+01,5.855343251839372698e+01
4.490937745337024722e+01,8.013457395740047673e+00,9.000000000000000000e+01,4.490937745337024722e+01
3.117199652143700206e+01,4.996300659376241349e+00,9.000000000000000000e+01,3.117199652143700206e+01
1.730403103008364951e+01,2.987608220140912874e+00,9.000000000000000000e+01,1.730403103008364951e+01
3.320073811609759673e+00,2.115203940457646148e+00,9.000000000000000000e+01,3.320073811609745462e+00
1.926516516448373295e-04,1.090453042681152951e+01,9.000000000000000000e+01,1.926516516448373295e-04
4.631253657265688162e-04,2.485005125435282736e+01,9.000000000000000000e+01,4.631253657265688162e-04
8.046116938658087747e-04,3.882056241009466646e+01,9.000000000000000000e+01,8.046116938658087747e-04
1.313381097901356043e-03,5.271458573303369377e+01,9.000000000000000000e+01,1.313381097887145188e-03
2.296518610407360939e-03,6.646968182660219782e+01,9.000000000000000000e+01,2.296518610407360939e-03
5.675185190128217982e-03,8.000673925616692372e+01,9.000000000000000000e+01,5.675185190128217982e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
9.727127498200786704e+00,7.734217909070314079e+01,9.000000000000000000e+01,9.727127498200786704e+00
7.229382878055349693e+01,1.614990233656734731e+01,9.000000000000000000e+01,7.229382878055349693e+01
5.862504722671580737e+01,1.169529533302912938e+01,9.000000000000000000e+01,5.862504722671579316e+01
4.497150987403806965e+01,7.847211664514263774e+00,9.000000000000000000e+01,4.497150987403806965e+01
3.122261350753451126e+01,4.826230970194846037e+00,9.000000000000000000e+01,3.122261350753451126e+01
1.734156415183150557e+01,2.814052171216354203e+00,9.000000000000000000e+01,1.734156415183150557e+01
3.345663793915150563e+00,1.940604793215142676e+00,9.000000000000000000e+01,3.345663793915150563e+00
1.918674701073541655e-04,1.086120172741951961e+01,9.000000000000000000e+01,1.918674700931433108e-04
4.627485239296902364e-04,2.483227042971096310e+01,9.000000000000000000e+01,4.627485239154793817e-04
8.044930303725550402e-04,3.881643511164270421e+01,9.000000000000000000e+01,8.044930303725550402e-04
1.313748230927558325e-03,5.272230378189615863e+01,9.000000000000000000e+01,1.313748230927558325e-03
2.298684615027468681e-03,6.648944667327397440e+01,9.000000000000000000e+01,2.298684615027468681e-03
5.694396431991322061e-03,8.003977737698077988e+01,9.000000000000000000e+01,5.694396431991322061e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
9.510557587387495460e+00,7.760763748176006516e+01,9.000000000000000000e+01,9.510557587387495460e+00
7.237264283209943017e+01,1.598334224480482035e+01,9.000000000000000000e+01,7.237264283209944438e+01
5.869641944916945420e+01,1.152603830592249068e+01,9.000000000000000000e+01,5.869641944916945420e+01
4.503309025769993923e+01,7.674415516109725388e+00,9.000000000000000000e+01,4.503309025769993923e+01
3.127226744649570378e+01,4.649655259238276273e+00,9.000000000000000000e+01,3.127226744649570378e+01
1.737764020598267223e+01,2.634061683003313004e+00,9.000000000000000000e+01,1.737764020598265802e+01
3.369423783242126547e+00,1.759375663179113314e+00,9.000000000000000000e+01,3.369423783242126547e+00
1.911541620671641795e-04,1.082177810421604391e+01,9.000000000000000000e+01,1.911541620671641795e-04
4.624409581310828798e-04,2.481775452290888495e+01,9.000000000000000000e+01,4.624409581310828798e-04
8.044669957030237128e-04,3.881552952206107676e+01,9.000000000000000000e+01,8.044669957030237128e-04
1.314274164215589735e-03,5.273335544964344024e+01,9.000000000000000000e+01,1.314274164215589735e-03
2.301241060081338219e-03,6.651273403781276272e+01,9.000000000000000000e+01,2.301241060081338219e-03
5.715950236648836835e-03,8.007658759609455501e+01,9.000000000000000000e+01,5.715950236634625981e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
9.294512243742914848e+00,7.787280258989387960e+01,9.000000000000000000e+01,9.294512243742914848e+00
7.245133513809437886e+01,1.581023947768401428e+01,9.000000000000000000e+01,7.245133513809437886e+01
5.876748254958111772e+01,1.135024800190547367e+01,9.000000000000000000e+01,5.876748254958111772e+01
4.509405514207262655e+01,7.495109279759196497e+00,9.000000000000000000e+01,4.509405514207261945e+01
3.132089684240369110e+01,4.466618054964234474e+00,9.000000000000000000e+01,3.132089684240369110e+01
1.741219555173931610e+01,2.447685897704333868e+00,9.000000000000000000e+01,1.741219555173931610e+01
3.391219990932455630e+00,1.571509532026018841e+00,9.000000000000000000e+01,3.391219990932455630e+00
1.905184598740561341e-04,1.078663491535412788e+01,9.000000000000000000e+01,1.905184598598452794e-04
4.622061149319733886e-04,2.480666854916785624e+01,9.000000000000000000e+01,4.622061149319733886e-04
8.045366195972292189e-04,3.881795126730836643e+01,9.000000000000000000e+01,8.045366195972292189e-04
1.314962649530571070e-03,5.274781443076970078e+01,9.000000000000000000e+01,1.314962649516360216e-03
2.304195813962905959e-03,6.653959554448979929e+01,9.000000000000000000e+01,2.304195813948695104e-03
5.739917232148172843e-03,8.011720412294408789e+01,9.000000000000000000e+01,5.739917232148172843e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
9.079166618446919301e+00,7.813748432666419319e+01,9.000000000000000000e+01,9.079166618446919301e+00
7.252983451816007232e+01,1.563063038289272377e+01,9.000000000000000000e+01,7.252983451816007232e+01
5.883816978768311401e+01,1.116796345114636857e+01,9.000000000000000000e+01,5.883816978768311401e+01
4.515434198459551851e+01,7.309335564929961393e+00,9.000000000000000000e+01,4.515434198459551141e+01
3.136844179756001694e+01,4.277166184112526359e+00,9.000000000000000000e+01,3.136844179756001694e+01
1.744516786089695870e+01,2.254976431466276576e+00,9.000000000000000000e+01,1.744516786089695870e+01
3.410897015197107862e+00,1.377009846617526900e+00,9.000000000000000000e+01,3.410897015197093651e+00
1.899671677563219419e-04,1.075615147126315740e+01,9.000000000000000000e+01,1.899671677563219419e-04
4.620474328476120718e-04,2.479917670302281252e+01,9.000000000000000000e+01,4.620474328476120718e-04
8.047049056614241636e-04,3.882380412393080604e+01,9.000000000000000000e+01,8.047049056614241636e-04
1.315817395479257357e-03,5.276575173351213266e+01,9.000000000000000000e+01,1.315817395479257357e-03
2.307556682595190978e-03,6.657007863241683765e+01,9.000000000000000000e+01,2.307556682595190978e-03
5.766370174896451317e-03,8.016165306418858449e+01,9.000000000000000000e+01,5.766370174882240462e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
8.864718327400041176e+00,7.840146077709043482e+01,9.000000000000000000e+01,8.864718327400041176e+00
7.260807188458923633e+01,1.544455390291461860e+01,9.000000000000000000e+01,7.260807188458922212e+01
5.890841768968743253e+01,1.097922634285441923e+01,9.000000000000000000e+01,5.890841768968743253e+01
4.521389113346945265e+01,7.117139510127608482e+00,9.000000000000000000e+01,4.521389113346945265e+01
3.141484423254742353e+01,4.081348795690768583e+00,9.000000000000000000e+01,3.141484423254742353e+01
1.747649616338486567e+01,2.055987416992100858e+00,9.000000000000000000e+01,1.747649616338486567e+01
3.428276773172171943e+00,1.175897956375282494e+00,9.000000000000000000e+01,3.428276773172171943e+00
1.895071272741688517e-04,1.073070902614045785e+01,9.000000000000000000e+01,1.895071272599579970e-04
4.619683307396371674e-04,2.479544172228802168e+01,9.000000000000000000e+01,4.619683307396371674e-04
8.049748345797524962e-04,3.883319002947261822e+01,9.000000000000000000e+01,8.049748345797524962e-04
1.316842120729688759e-03,5.278723668195597440e+01,9.000000000000000000e+01,1.316842120729688759e-03
2.311331736123634073e-03,6.660422935756754725e+01,9.000000000000000000e+01,2.311331736123634073e-03
5.795390575357828311e-03,8.020996291140598089e+01,9.000000000000000000e+01,5.795390575357828311e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
8.651330854961173600e+00,7.866455149199914842e+01,9.000000000000000000e+01,8.651330854961159389e+00
7.268598085645918161e+01,1.525205162496880007e+01,9.000000000000000000e+01,7.268598085645918161e+01
5.897816390485614590e+01,1.078408077015126842e+01,9.000000000000000000e+01,5.897816390485614590e+01
4.527264401860637832e+01,6.918568543744344268e+00,9.000000000000000000e+01,4.527264401860637832e+01
3.146004787259770552e+01,3.879217353772660637e+00,9.000000000000000000e+01,3.146004787259770552e+01
1.750612083221476212e+01,1.850775543384243660e+00,9.000000000000000000e+01,1.750612083221476212e+01
3.443159700144093449e+00,9.682221065137274207e-01,9.000000000000000000e+01,3.443159700144093449e+00
1.891451783535558206e-04,1.071068850381990778e+01,9.000000000000000000e+01,1.891451783535558206e-04
4.619721921130803821e-04,2.479562405061169983e+01,9.000000000000000000e+01,4.619721921130803821e-04
8.053493253044052835e-04,3.884620763580424097e+01,9.000000000000000000e+01,8.053493253044052835e-04
1.318040436899536871e-03,5.281233434607153754e+01,9.000000000000000000e+01,1.318040436899536871e-03
2.315528941238653715e-03,6.664208889589613705e+01,9.000000000000000000e+01,2.315528941238653715e-03
5.827062834356411258e-03,8.026215390311162423e+01,9.000000000000000000e+01,5.827062834356411258e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
8.439183806688049572e+00,7.892655227534773132e+01,9.000000000000000000e+01,8.439183806688049572e+00
7.276349737288657593e+01,1.505316774770364496e+01,9.000000000000000000e+01,7.276349737288657593e+01
5.904734987392248513e+01,1.058257352408276297e+01,9.000000000000000000e+01,5.904734987392248513e+01
4.533054535212252745e+01,6.713672644403573031e+00,9.000000000000000000e+01,4.533054535212252745e+01
3.150399891396481422e+01,3.670825703729834633e+00,9.000000000000000000e+01,3.150399891396481422e+01
1.753398403065854438e+01,1.639400145602070147e+00,9.000000000000000000e+01,1.753398403065854438e+01
3.455329217310222134e+00,7.540673148835674855e-01,9.000000000000000000e+01,3.455329217310222134e+00
1.888881279512588662e-04,1.069646863816315729e+01,9.000000000000000000e+01,1.888881279370480115e-04
4.620623812030544286e-04,2.479988249669150235e+01,9.000000000000000000e+01,4.620623811888435739e-04
8.058313009371431690e-04,3.886295449801735913e+01,9.000000000000000000e+01,8.058313009371431690e-04
1.319416031464015759e-03,5.284110926372628825e+01,9.000000000000000000e+01,1.319416031464015759e-03
2.320156728600863971e-03,6.668369850164820889e+01,9.000000000000000000e+01,2.320156728600863971e-03
5.861480922092709989e-03,8.031824829435684876e+01,9.000000000000000000e+01,5.861480922092709989e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
8.228422983129263457e+00,7.918730012108866845e+01,9.000000000000000000e+01,8.228422983129263457e+00
7.284055985218230944e+01,1.484794909195812096e+01,9.000000000000000000e+01,7.284055985218230944e+01
5.911591718227607828e+01,1.037475368219262961e+01,9.000000000000000000e+01,5.911591718227606407e+01
4.538754049514625422e+01,6.502504017060766195e+00,9.000000000000000000e+01,4.538754049514624711e+01
3.154664434182986810e+01,3.456229885611123986e+00,9.000000000000000000e+01,3.154664434182986810e+01
1.756002877145009222e+01,1.421923159679108872e+00,9.000000000000000000e+01,1.756002877145009222e+01
3.464560312847169143e+00,5.335648578234080119e-01,9.000000000000000000e+01,3.464560312847154933e+00
1.887426931688196419e-04,1.068842268782626093e+01,9.000000000000000000e+01,1.887426931546087872e-04
4.622421973152768260e-04,2.480837197777192316e+01,9.000000000000000000e+01,4.622421973152768260e-04
8.064235860558710556e-04,3.888352340689867503e+01,9.000000000000000000e+01,8.064235860558710556e-04
1.320972434484701807e-03,5.287362044452198262e+01,9.000000000000000000e+01,1.320972434484701807e-03
2.325223328114134347e-03,6.672909334753413191e+01,9.000000000000000000e+01,2.325223328114134347e-03
5.898743262591210623e-03,8.037826099402779789e+01,9.000000000000000000e+01,5.898743262591210623e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
8.019210210587857546e+00,7.944660833707742142e+01,9.000000000000000000e+01,8.019210210587843335e+00
7.291710773963011150e+01,1.463644498851810560e+01,9.000000000000000000e+01,7.291710773963009729e+01
5.918381087978791300e+01,1.016067296929536923e+01,9.000000000000000000e+01,5.918381087978791300e+01
4.544357774663210137e+01,6.285117356546078504e+00,9.000000000000000000e+01,4.544357774663209426e+01
3.158793401921306554e+01,3.235488358335206538e+00,9.000000000000000000e+01,3.158793401921306554e+01
1.758420021598183780e+01,1.198409301211641242e+00,9.000000000000000000e+01,1.758420021598183780e+01
3.470632564102274387e+00,3.068994843790440186e-01,9.000000000000000000e+01,3.470632564102274387e+00
1.887154743371866061e-04,1.068691680065853156e+01,9.000000000000000000e+01,1.887154743371866061e-04
4.625149090031754895e-04,2.482124502636409247e+01,9.000000000000000000e+01,4.625149090031754895e-04
8.071290014157739279e-04,3.890800557894374379e+01,9.000000000000000000e+01,8.071290014157739279e-04
1.322713222478455464e-03,5.290992553107018637e+01,9.000000000000000000e+01,1.322713222478455464e-03
2.330737251028835999e-03,6.677830671155659559e+01,9.000000000000000000e+01,2.330737251028835999e-03
5.938956817431062518e-03,8.044220531060096846e+01,9.000000000000000000e+01,5.938956817431062518e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
7.811659308122074208e+00,7.970435022869379793e+01,9.000000000000000000e+01,7.811659308122074208e+00
7.299308841604209874e+01,1.441870779381310363e+01,9.000000000000000000e+01,7.299308841604209874e+01
5.925097961894048382e+01,9.940385749733074761e+00,9.000000000000000000e+01,5.925097961894048382e+01
4.549860819526277567e+01,6.061569808161255679e+00,9.000000000000000000e+01,4.549860819526277567e+01
3.162781958238417701e+01,3.008661875045341105e+00,9.000000000000000000e+01,3.162781958238417701e+01
1.760644482422978285e+01,9.689260401063002348e-01,9.000000000000000000e+01,1.760644482422978285e+01
3.473346997804597436e+00,7.431210460912726634e-02,9.000000000000000000e+01,3.473346997804597436e+00
1.888128949047995775e-04,1.069230654122882385e+01,9.000000000000000000e+01,1.888128949047995775e-04
4.628837123732409964e-04,2.483864972036829499e+01,9.000000000000000000e+01,4.628837123732409964e-04
8.079502950124606286e-04,3.893648816434266990e+01,9.000000000000000000e+01,8.079502950124606286e-04
1.324641916525592933e-03,5.295007856060774998e+01,9.000000000000000000e+01,1.324641916525592933e-03
2.336707250776726141e-03,6.683136944689066183e+01,9.000000000000000000e+01,2.336707250776726141e-03
5.982237818130897722e-03,8.051009296926355319e+01,9.000000000000000000e+01,5.982237818130897722e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
7.605914200801905167e+00,7.996035703664793459e+01,9.000000000000000000e+01,7.605914200801905167e+00
7.306844695552261726e+01,1.419479210642442268e+01,9.000000000000000000e+01,7.306844695552261726e+01
5.931737373793578172e+01,9.713948813818740646e+00,9.000000000000000000e+01,5.931737373793578172e+01
4.555258541007287931e+01,5.831920915582671228e+00,9.000000000000000000e+01,4.555258541007287931e+01
3.166625556136483510e+01,2.775813577418762890e+00,9.000000000000000000e+01,3.166625556136483510e+01
1.762671155723563743e+01,7.335437286358255093e-01,9.000000000000000000e+01,1.762671155723563743e+01
3.472544957652161202e+00,1.639041444139910930e-01,9.000000000000000000e+01,3.472544957652161202e+00
1.890411736127362019e-04,1.070493518815091960e+01,9.000000000000000000e+01,1.890411736127362019e-04
4.633517671521758530e-04,2.486073127590707088e+01,9.000000000000000000e+01,4.633517671521758530e-04
8.088902136762499140e-04,3.896905663346559834e+01,9.000000000000000000e+01,8.088902136762499140e-04
1.326762092489275346e-03,5.299413215472145566e+01,9.000000000000000000e+01,1.326762092475064492e-03
2.343142454265034758e-03,6.688831096481399641e+01,9.000000000000000000e+01,2.343142454265034758e-03
6.028714281796965224e-03,8.058193673727831197e+01,9.000000000000000000e+01,6.028714281782754369e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
7.402085484529564496e+00,8.021450098903795833e+01,9.000000000000000000e+01,7.402085484529564496e+00
7.314313405994182915e+01,1.396475535772840892e+01,9.000000000000000000e+01,7.314313405994184336e+01
5.938294620985047345e+01,9.481421467867674480e+00,9.000000000000000000e+01,5.938294620985045924e+01
4.560546453935869238e+01,5.596232520183058945e+00,9.000000000000000000e+01,4.560546453935869238e+01
3.170319759009621663e+01,2.537008838447109671e+00,9.000000000000000000e+01,3.170319759009621663e+01
1.764495030861924363e+01,4.923355671080720253e-01,9.000000000000000000e+01,1.764495030861924363e+01
3.468125961843867344e+00,4.074156340814600319e-01,9.000000000000000000e+01,3.468125961843867344e+00
1.894062546057284635e-04,1.072512971037679286e+01,9.000000000000000000e+01,1.894062546057284635e-04
4.639221264142179280e-04,2.488762862142881005e+01,9.000000000000000000e+01,4.639221264142179280e-04
8.099513791961499010e-04,3.900579038337541959e+01,9.000000000000000000e+01,8.099513791819390462e-04
1.329077120018951064e-03,5.304213199415170266e+01,9.000000000000000000e+01,1.329077120018951064e-03
2.350051577906242528e-03,6.694915214424101180e+01,9.000000000000000000e+01,2.350051577906242528e-03
6.078515148743690588e-03,8.065773246016793507e+01,9.000000000000000000e+01,6.078515148743690588e-03
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
