tracker_theta,aoi,surface_azimuth,surface_tilt
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.247473964893573850e+01,5.940497567423238934e+01,9.000000000000000000e+01,2.247473964893573850e+01
6.711199231206870763e+01,1.254391029759857012e+01,9.000000000000000000e+01,6.711199231206870763e+01
5.224425480086592444e+01,1.672858042983487081e+01,9.000000000000000000e+01,5.224425480086591733e+01
3.685659791065322821e+01,2.007369659740131596e+01,9.000000000000000000e+01,3.685659791065322821e+01
2.102744654274435732e+01,2.226121552857630803e+01,9.000000000000000000e+01,2.102744654274434311e+01
5.121034885615443955e+00,2.317332744949409218e+01,9.000000000000000000e+01,5.121034885615443955e+00
4.745467646927181704e-04,2.538652644423385496e+01,9.000000000000000000e+01,4.745467646927181704e-04
6.771144035440102016e-04,3.410249478503042297e+01,9.000000000000000000e+01,6.771144035440102016e-04
1.035719684537639296e-03,4.600523523982248264e+01,9.000000000000000000e+01,1.035719684537639296e-03
1.676782192305381614e-03,5.918897890265267847e+01,9.000000000000000000e+01,1.676782192291170759e-03
3.259259831722260969e-03,7.294303723499800185e+01,9.000000000000000000e+01,3.259259831722260969e-03
1.888241484699904049e-02,8.696848600472310409e+01,9.000000000000000000e+01,1.888241484699904049e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.305259905174311541e+01,5.861853099422671676e+01,9.000000000000000000e+01,2.305259905174311541e+01
6.692914035171783382e+01,1.218772341471437315e+01,9.000000000000000000e+01,6.692914035171783382e+01
5.207530394416984620e+01,1.636604440168463981e+01,9.000000000000000000e+01,5.207530394416984620e+01
3.670920673689126090e+01,1.970326239857886108e+01,9.000000000000000000e+01,3.670920673689125380e+01
2.090800915860957332e+01,2.188172600504795895e+01,9.000000000000000000e+01,2.090800915860957332e+01
5.037889978408358616e+00,2.278304464721859546e+01,9.000000000000000000e+01,5.037889978408358616e+00
4.674285173109637981e-04,2.505272766584143440e+01,9.000000000000000000e+01,4.674285173109637981e-04
6.714395759530589203e-04,3.387897439133889321e+01,9.000000000000000000e+01,6.714395759388480656e-04
1.030300146055651567e-03,4.585501723003226004e+01,9.000000000000000000e+01,1.030300146041440712e-03
1.669650263437461035e-03,5.908143477671049482e+01,9.000000000000000000e+01,1.669650263437461035e-03
3.242531615356369912e-03,7.286018500795306352e+01,9.000000000000000000e+01,3.242531615342159057e-03
1.845816863315974388e-02,8.689894355762099565e+01,9.000000000000000000e+01,1.845816863315974388e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.364034744971213797e+01,5.782078326816152014e+01,9.000000000000000000e+01,2.364034744971212376e+01
6.674523550353046630e+01,1.183073192029919696e+01,9.000000000000000000e+01,6.674523550353046630e+01
5.190548063616768815e+01,1.600266434604930410e+01,9.000000000000000000e+01,5.190548063616768104e+01
3.656106419412971320e+01,1.933201334051846487e+01,9.000000000000000000e+01,3.656106419412971320e+01
2.078774459515015849e+01,2.150155809159787168e+01,9.000000000000000000e+01,2.078774459515015849e+01
4.953535565532192209e+00,2.239205794230251101e+01,9.000000000000000000e+01,4.953535565532192209e+00
4.603839026202649620e-04,2.472058208545269764e+01,9.000000000000000000e+01,4.603839026202649620e-04
6.658781494195409323e-04,3.365877857047182431e+01,9.000000000000000000e+01,6.658781494195409323e-04
1.025020236610885149e-03,4.570788478241539821e+01,9.000000000000000000e+01,1.025020236610885149e-03
1.662724251588088009e-03,5.897634654874111249e+01,9.000000000000000000e+01,1.662724251588088009e-03
3.226319491631102210e-03,7.277914061846959726e+01,9.000000000000000000e+01,3.226319491631102210e-03
1.805924686154014580e-02,8.683058057388792861e+01,9.000000000000000000e+01,1.805924686154014580e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.423805425812833647e+01,5.701183999907040345e+01,9.000000000000000000e+01,2.423805425812832937e+01
6.656038256146263166e+01,1.147301512483029029e+01,9.000000000000000000e+01,6.656038256146263166e+01
5.173488752631857324e+01,1.563851869654194893e+01,9.000000000000000000e+01,5.173488752631857324e+01
3.641227346641647244e+01,1.896002790815685657e+01,9.000000000000000000e+01,3.641227346641646534e+01
2.066676179068953445e+01,2.112079796898687079e+01,9.000000000000000000e+01,2.066676179068953445e+01
4.868077198462188449e+00,2.200046547285575116e+01,9.000000000000000000e+01,4.868077198462174238e+00
4.534151186561530267e-04,2.439025808908364468e+01,9.000000000000000000e+01,4.534151186561530267e-04
6.604309248388062770e-04,3.344200627761077982e+01,9.000000000000000000e+01,6.604309248388062770e-04
1.019878800349260928e-03,4.556386283287834260e+01,9.000000000000000000e+01,1.019878800349260928e-03
1.655999870635582738e-03,5.887370069855239052e+01,9.000000000000000000e+01,1.655999870635582738e-03
3.210604783973280973e-03,7.269987039258086270e+01,9.000000000000000000e+01,3.210604783973280973e-03
1.768332487569068689e-02,8.676334505304970435e+01,9.000000000000000000e+01,1.768332487567647604e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.484586935999801227e+01,5.619171239731098666e+01,9.000000000000000000e+01,2.484586935999800517e+01
6.637468261978052908e+01,1.111465201227500010e+01,9.000000000000000000e+01,6.637468261978051487e+01
5.156362817167220669e+01,1.527368616534518608e+01,9.000000000000000000e+01,5.156362817167219958e+01
3.626294072003880586e+01,1.858738588023429017e+01,9.000000000000000000e+01,3.626294072003880586e+01
2.054517220320519755e+01,2.073953377364257378e+01,9.000000000000000000e+01,2.054517220320519755e+01
4.781621123064994094e+00,2.160836799685286280e+01,9.000000000000000000e+01,4.781621123064994094e+00
4.465244116147459863e-04,2.406192799303181218e+01,9.000000000000000000e+01,4.465244116005351316e-04
6.550986750823994953e-04,3.322875492838385725e+01,9.000000000000000000e+01,6.550986750823994953e-04
1.014874634719831192e-03,4.542297336280315534e+01,9.000000000000000000e+01,1.014874634719831192e-03
1.649472772228932627e-03,5.877348037600393127e+01,9.000000000000000000e+01,1.649472772214721772e-03
3.195368382861829559e-03,7.262233456309411395e+01,9.000000000000000000e+01,3.195368382861829559e-03
1.732826364708728306e-02,8.669717039477789911e+01,9.000000000000000000e+01,1.732826364708728306e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.546386803029585622e+01,5.536051842130952849e+01,9.000000000000000000e+01,2.546386803029585622e+01
6.618824521495481861e+01,1.075572228545314779e+01,9.000000000000000000e+01,6.618824521495481861e+01
5.139180616317259620e+01,1.490824560248495878e+01,9.000000000000000000e+01,5.139180616317259620e+01
3.611316880962579035e+01,1.821416576291579048e+01,9.000000000000000000e+01,3.611316880962578324e+01
2.042308429323466612e+01,2.035785076066796861e+01,9.000000000000000000e+01,2.042308429323465191e+01
4.694272734957394277e+00,2.121586304909309106e+01,9.000000000000000000e+01,4.694272734957394277e+00
4.397139477276823527e-04,2.373576181964784482e+01,9.000000000000000000e+01,4.397139477276823527e-04
6.498820053337794889e-04,3.301911468047961762e+01,9.000000000000000000e+01,6.498820053337794889e-04
1.010006382003325598e-03,4.528523228387462751e+01,9.000000000000000000e+01,1.010006382003325598e-03
1.643138609722427645e-03,5.867566639519264982e+01,9.000000000000000000e+01,1.643138609708216791e-03
3.180592875054344404e-03,7.254649821440109747e+01,9.000000000000000000e+01,3.180592875054344404e-03
1.699232129529093527e-02,8.663202150935302370e+01,9.000000000000000000e+01,1.699232129527672441e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.609224468706631939e+01,5.451823047338461947e+01,9.000000000000000000e+01,2.609224468706631939e+01
6.600116565766097665e+01,1.039630452656275317e+01,9.000000000000000000e+01,6.600116565766097665e+01
5.121952096483475003e+01,1.454227522826477426e+01,9.000000000000000000e+01,5.121952096483475003e+01
3.596305954585704967e+01,1.784044584634529684e+01,9.000000000000000000e+01,3.596305954585704256e+01
2.030060695657581959e+01,1.997583448462378186e+01,9.000000000000000000e+01,2.030060695657581959e+01
4.606137549872400427e+00,2.082304933449916717e+01,9.000000000000000000e+01,4.606137549872400427e+00
4.329859299758709312e-04,2.341193271085101202e+01,9.000000000000000000e+01,4.329859299758709312e-04
6.447814955947706039e-04,3.281317397855454487e+01,9.000000000000000000e+01,6.447814955947706039e-04
1.005272764658116103e-03,4.515065604070434802e+01,9.000000000000000000e+01,1.005272764658116103e-03
1.636993343240078502e-03,5.858024202435140637e+01,9.000000000000000000e+01,1.636993343240078502e-03
3.166262326786295489e-03,7.247233058903262304e+01,9.000000000000000000e+01,3.166262326786295489e-03
1.667398941353326336e-02,8.656787393719065449e+01,9.000000000000000000e+01,1.667398941353326336e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.673109294234841116e+01,5.366496231061601208e+01,9.000000000000000000e+01,2.673109294234840405e+01
6.581356003593496951e+01,1.003647906012123059e+01,9.000000000000000000e+01,6.581356003593495529e+01
5.104688136677491883e+01,1.417585532864402076e+01,9.000000000000000000e+01,5.104688136677491173e+01
3.581271769600439114e+01,1.746630588308155296e+01,9.000000000000000000e+01,3.581271769600439114e+01
2.017784873109360433e+01,1.959357018416049456e+01,9.000000000000000000e+01,2.017784873109360433e+01
4.517320630326210562e+00,2.043002482467526448e+01,9.000000000000000000e+01,4.517320630326210562e+00
4.263425186081803986e-04,2.309061298935579387e+01,9.000000000000000000e+01,4.263425186081803986e-04
6.397975692067348064e-04,3.261101414051628211e+01,9.000000000000000000e+01,6.397975692067348064e-04
1.000672157630333459e-03,4.501924942271402585e+01,9.000000000000000000e+01,1.000672157630333459e-03
1.631032122702436027e-03,5.848717566833566650e+01,9.000000000000000000e+01,1.631032122702436027e-03
3.152357083209267330e-03,7.239977821709265982e+01,9.000000000000000000e+01,3.152357083209267330e-03
1.637160651677049827e-02,8.650463845685233366e+01,9.000000000000000000e+01,1.637160651677049827e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.738062356032921940e+01,5.280068623851714449e+01,9.000000000000000000e+01,2.738062356032921940e+01
6.562552495789640261e+01,9.676324757285009071e+00,9.000000000000000000e+01,6.562552495789640261e+01
5.087398324602447275e+01,1.380906394955499294e+01,9.000000000000000000e+01,5.087398324602447275e+01
3.566224159520270121e+01,1.709182339706942244e+01,9.000000000000000000e+01,3.566224159520269410e+01
2.005491651363452377e+01,1.921114178281062479e+01,9.000000000000000000e+01,2.005491651363450956e+01
4.427926504645867567e+00,2.003688685134986613e+01,9.000000000000000000e+01,4.427926504645867567e+00
4.197858750103478087e-04,2.277197611589068771e+01,9.000000000000000000e+01,4.197858749961369540e-04
6.349305898112334035e-04,3.241271311504749519e+01,9.000000000000000000e+01,6.349305898112334035e-04
9.962030600974003391e-04,4.489101891348528994e+01,9.000000000000000000e+01,9.962030600974003391e-04
1.625250791576604570e-03,5.839644423756330127e+01,9.000000000000000000e+01,1.625250791576604570e-03
3.138862198142078341e-03,7.232880871457007288e+01,9.000000000000000000e+01,3.138862198142078341e-03
1.608403963855664642e-02,8.644230392303893495e+01,9.000000000000000000e+01,1.608403963855664642e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.804102192375521696e+01,5.192541905305908045e+01,9.000000000000000000e+01,2.804102192375521696e+01
6.543716539533808429e+01,9.315921291644089663e+00,9.000000000000000000e+01,6.543716539533807008e+01
5.070092989403433137e+01,1.344198092091660435e+01,9.000000000000000000e+01,5.070092989403432426e+01
3.551173274833865889e+01,1.671707762093066307e+01,9.000000000000000000e+01,3.551173274833865889e+01
1.993191732960923446e+01,1.882863352414323188e+01,9.000000000000000000e+01,1.993191732960923446e+01
4.338059437382042915e+00,1.964373366226874751e+01,9.000000000000000000e+01,4.338059437382042915e+00
4.133181782037809171e-04,2.245619737064458477e+01,9.000000000000000000e+01,4.133181782037809171e-04
6.301808675317488451e-04,3.221834564660841238e+01,9.000000000000000000e+01,6.301808675317488451e-04
9.918639343737822855e-04,4.476596813133228636e+01,9.000000000000000000e+01,9.918639343737822855e-04
1.619645147187043221e-03,5.830802177895581195e+01,9.000000000000000000e+01,1.619645147187043221e-03
3.125762071235271833e-03,7.225938329046985587e+01,9.000000000000000000e+01,3.125762071235271833e-03
1.581012058485953276e-02,8.638082731912322743e+01,9.000000000000000000e+01,1.581012058485953276e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.871252113974803422e+01,5.103912814819710064e+01,9.000000000000000000e+01,2.871252113974802711e+01
6.524858112609815919e+01,8.955348122151532309e+00,9.000000000000000000e+01,6.524858112609817340e+01
5.052781636662649589e+01,1.307468492949264238e+01,9.000000000000000000e+01,5.052781636662648879e+01
3.536128548015711459e+01,1.634214553063105058e+01,9.000000000000000000e+01,3.536128548015710749e+01
1.980895399661939393e+01,1.844612642238142541e+01,9.000000000000000000e+01,1.980895399661939393e+01
4.247822206406127066e+00,1.925065975075800040e+01,9.000000000000000000e+01,4.247822206406127066e+00
4.069415088707728501e-04,2.214344804606962924e+01,9.000000000000000000e+01,4.069415088707728501e-04
6.255484488946194688e-04,3.202797452994383320e+01,9.000000000000000000e+01,6.255484488804086141e-04
9.876528070975609808e-04,4.464408625650487750e+01,9.000000000000000000e+01,9.876528070833501260e-04
1.614210045602249011e-03,5.822186527781094156e+01,9.000000000000000000e+01,1.614210045602249011e-03
3.113037634676629750e-03,7.219144159543840544e+01,9.000000000000000000e+01,3.113037634676629750e-03
1.554858716414742048e-02,8.632011728931412620e+01,9.000000000000000000e+01,1.554858716414742048e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.939538993656736920e+01,5.014174841809998640e+01,9.000000000000000000e+01,2.939538993656736920e+01
6.505987269535717132e+01,8.594684986095204593e+00,9.000000000000000000e+01,6.505987269535717132e+01
5.035474191533518251e+01,1.270725591695945056e+01,9.000000000000000000e+01,5.035474191533518251e+01
3.521099805525750526e+01,1.596710627051172615e+01,9.000000000000000000e+01,3.521099805525749815e+01
1.968613140300783471e+01,1.806370369460651659e+01,9.000000000000000000e+01,1.968613140300783471e+01
4.157317667509232706e+00,1.885776279322538684e+01,9.000000000000000000e+01,4.157317667509232706e+00
4.006580269901860447e-04,2.183390397744044265e+01,9.000000000000000000e+01,4.006580269901860447e-04
6.210334504572756487e-04,3.184166415442405906e+01,9.000000000000000000e+01,6.210334504572756487e-04
9.835679988157153275e-04,4.452536903682939595e+01,9.000000000000000000e+01,9.835679988157153275e-04
1.608941341544323222e-03,5.813794532101886858e+01,9.000000000000000000e+01,1.608941341544323222e-03
3.100674594236352277e-03,7.212494559830773255e+01,9.000000000000000000e+01,3.100674594236352277e-03
1.529855819407544004e-02,8.626014516460271864e+01,9.000000000000000000e+01,1.529855819407544004e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
3.008989762785080302e+01,4.923322835484592730e+01,9.000000000000000000e+01,3.008989762785080302e+01
6.487114271934943588e+01,8.234012005721980998e+00,9.000000000000000000e+01,6.487114271934942167e+01
5.018180411655193041e+01,1.233977402036612681e+01,9.000000000000000000e+01,5.018180411655193041e+01
3.506096534265480358e+01,1.559203838982843671e+01,9.000000000000000000e+01,3.506096534265481068e+01
1.956355162570619655e+01,1.768144675137428479e+01,9.000000000000000000e+01,1.956355162570619655e+01
4.066647404179136061e+00,1.846513843544801858e+01,9.000000000000000000e+01,4.066647404179136061e+00
3.944698343758545889e-04,2.152773869271792861e+01,9.000000000000000000e+01,3.944698343616437342e-04
6.166358001422622692e-04,3.165946979587311461e+01,9.000000000000000000e+01,6.166358001422622692e-04
9.796075757577682452e-04,4.440980296273595940e+01,9.000000000000000000e+01,9.796075757577682452e-04
1.603834381157298594e-03,5.805622235380396035e+01,9.000000000000000000e+01,1.603834381157298594e-03
3.088657219223023276e-03,7.205984682567451216e+01,9.000000000000000000e+01,3.088657219223023276e-03
1.505915143285108115e-02,8.620086261620940604e+01,9.000000000000000000e+01,1.505915143285108115e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
3.079637076608911883e+01,4.831345866654688592e+01,9.000000000000000000e+01,3.079637076608911883e+01
6.468249072192068638e+01,7.873409359570545440e+00,9.000000000000000000e+01,6.468249072192068638e+01
5.000909898857391767e+01,1.197231965839224976e+01,9.000000000000000000e+01,5.000909898857391767e+01
3.491128118925201562e+01,1.521702085338124988e+01,9.000000000000000000e+01,3.491128118925201562e+01
1.944131586211545937e+01,1.729943694175585023e+01,9.000000000000000000e+01,1.944131586211545937e+01
3.975912208706986917e+00,1.807288271219115217e+01,9.000000000000000000e+01,3.975912208706986917e+00
3.883790396059794148e-04,2.122512645299850220e+01,9.000000000000000000e+01,3.883790395917685601e-04
6.123553564947314953e-04,3.148144241238857433e+01,9.000000000000000000e+01,6.123553564947314953e-04
9.757695787300235679e-04,4.429737186750354994e+01,9.000000000000000000e+01,9.757695787300235679e-04
1.598884590848115295e-03,5.797665603056599792e+01,9.000000000000000000e+01,1.598884590848115295e-03
3.076969971800735948e-03,7.199609506939920323e+01,9.000000000000000000e+01,3.076969971800735948e-03
1.482953342028281440e-02,8.614221368982930471e+01,9.000000000000000000e+01,1.482953342028281440e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
3.151515855934718502e+01,4.738231823059221171e+01,9.000000000000000000e+01,3.151515855934717791e+01
6.449401524359598170e+01,7.512957472675902082e+00,9.000000000000000000e+01,6.449401524359598170e+01
4.983672032274219532e+01,1.160497348272423146e+01,9.000000000000000000e+01,4.983672032274219532e+01
3.476203673107139736e+01,1.484213251711345372e+01,9.000000000000000000e+01,3.476203673107139736e+01
1.931952296867412144e+01,1.691775448801373471e+01,9.000000000000000000e+01,1.931952296867412144e+01
3.885211694388800652e+00,1.768109081776390568e+01,9.000000000000000000e+01,3.885211694388800652e+00
3.823877241018180939e-04,2.092624044695427443e+01,9.000000000000000000e+01,3.823877241018180939e-04
6.081918542122366489e-04,3.130762629253903739e+01,9.000000000000000000e+01,6.081918542122366489e-04
9.720519525018289642e-04,4.418805486819687900e+01,9.000000000000000000e+01,9.720519525018289642e-04
1.594087377313258003e-03,5.789920368474893309e+01,9.000000000000000000e+01,1.594087377313258003e-03
3.065598046617878936e-03,7.193364146277971827e+01,9.000000000000000000e+01,3.065598046617878936e-03
1.460898872799987203e-02,8.608415444010641693e+01,9.000000000000000000e+01,1.460898872798566117e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
3.224665763649947081e+01,4.643964429928887228e+01,9.000000000000000000e+01,3.224665763649946371e+01
6.430581551149828101e+01,7.152737150760735574e+00,9.000000000000000000e+01,6.430581551149826680e+01
4.966476335062314718e+01,1.123781704729421271e+01,9.000000000000000000e+01,4.966476335062314007e+01
3.461332374057553096e+01,1.446745342859418137e+01,9.000000000000000000e+01,3.461332374057552386e+01
1.919827161245156333e+01,1.653648033773684389e+01,9.000000000000000000e+01,1.919827161245156333e+01
3.794644601101978765e+00,1.728985880466582969e+01,9.000000000000000000e+01,3.794644601101964554e+00
3.764979775837673515e-04,2.063125441938823812e+01,9.000000000000000000e+01,3.764979775695564967e-04
6.041449643277019277e-04,3.113806148227747528e+01,9.000000000000000000e+01,6.041449643277019277e-04
9.684526344813093601e-04,4.408182897248341447e+01,9.000000000000000000e+01,9.684526344813093601e-04
1.589438214026017704e-03,5.782382178343839030e+01,9.000000000000000000e+01,1.589438214026017704e-03
3.054527049954458562e-03,7.187243690174402388e+01,9.000000000000000000e+01,3.054527049954458562e-03
1.439685002969781635e-02,8.602663763537269404e+01,9.000000000000000000e+01,1.439685002969781635e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
3.299130536039239558e+01,4.548524321134460990e+01,9.000000000000000000e+01,3.299130536039238848e+01
6.411798986771557907e+01,6.792829503496411014e+00,9.000000000000000000e+01,6.411798986771556486e+01
4.949332020681043787e+01,1.087093208808963851e+01,9.000000000000000000e+01,4.949332020681043787e+01
3.446523000854124064e+01,1.409306325713527031e+01,9.000000000000000000e+01,3.446523000854123353e+01
1.907765679374185197e+01,1.615569352612520149e+01,9.000000000000000000e+01,1.907765679374185197e+01
3.704308020478038088e+00,1.689928067500063591e+01,9.000000000000000000e+01,3.704308020478038088e+00
3.707118222138205965e-04,2.034033874212285653e+01,9.000000000000000000e+01,3.707118222138205965e-04
6.002141622190038106e-04,3.097277817016504287e+01,9.000000000000000000e+01,6.002141622047929559e-04
9.649693219984101233e-04,4.397866221412450471e+01,9.000000000000000000e+01,9.649693219984101233e-04
1.584932197133070986e-03,5.775045876194792527e+01,9.000000000000000000e+01,1.584932197133070986e-03
3.043741199036276157e-03,7.181242212883076093e+01,9.000000000000000000e+01,3.043741199036276157e-03
1.419243073253539933e-02,8.596959497123955884e+01,9.000000000000000000e+01,1.419243073253539933e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
3.374960196618639685e+01,4.451886498881698628e+01,9.000000000000000000e+01,3.374960196618639685e+01
6.393063425963981672e+01,6.433315891603335501e+00,9.000000000000000000e+01,6.393063425963980251e+01
4.932248237393384471e+01,1.050440098561596258e+01,9.000000000000000000e+01,4.932248237393384471e+01
3.431784301280286797e+01,1.371904269425383482e+01,9.000000000000000000e+01,3.431784301280286797e+01
1.895777303634274347e+01,1.577547383855273111e+01,9.000000000000000000e+01,1.895777303634274347e+01
3.614298142986598350e+00,1.650945195662853493e+01,9.000000000000000000e+01,3.614298142986598350e+00
3.650313090730605836e-04,2.005366511279851949e+01,9.000000000000000000e+01,3.650313090730605836e-04
5.963989111563705592e-04,3.081180430486297439e+01,9.000000000000000000e+01,5.963989111563705592e-04
9.615998131238256974e-04,4.387852371773375637e+01,9.000000000000000000e+01,9.615998131238256974e-04
1.580564757745150928e-03,5.767906662684321617e+01,9.000000000000000000e+01,1.580564757730940073e-03
3.033226537525024469e-03,7.175354561185524460e+01,9.000000000000000000e+01,3.033226537525024469e-03
1.399515797957917584e-02,8.591297443373561293e+01,9.000000000000000000e+01,1.399515797956496499e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
3.452212406353273622e+01,4.354018969157840502e+01,9.000000000000000000e+01,3.452212406353272911e+01
6.374384026291825478e+01,6.074277870752808894e+00,9.000000000000000000e+01,6.374384026291825478e+01
4.915233687638497173e+01,1.013830622739575205e+01,9.000000000000000000e+01,4.915233687638497884e+01
3.417124618088373467e+01,1.334547225749780885e+01,9.000000000000000000e+01,3.417124618088373467e+01
1.883871168291972253e+01,1.539589983661999462e+01,9.000000000000000000e+01,1.883871168291972253e+01
3.524709528845463069e+00,1.612046696560404513e+01,9.000000000000000000e+01,3.524709528845463069e+00
3.594584392629940339e-04,1.977140246868905749e+01,9.000000000000000000e+01,3.594584392629940339e-04
5.926985340636292676e-04,3.065516016072474414e+01,9.000000000000000000e+01,5.926985340494184129e-04
9.583418123071396622e-04,4.378137799594320967e+01,9.000000000000000000e+01,9.583418123071396622e-04
1.576331320748636244e-03,5.760959551405594681e+01,9.000000000000000000e+01,1.576331320748636244e-03
3.022969642159978321e-03,7.169575661700000069e+01,9.000000000000000000e+01,3.022969642159978321e-03
1.380455094054866549e-02,8.585673781571885854e+01,9.000000000000000000e+01,1.380455094054866549e-02
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
3.530946204302529168e+01,4.254890939940700179e+01,9.000000000000000000e+01,3.530946204302529168e+01
6.355770846909709348e+01,5.715797922535752917e+00,9.000000000000000000e+01,6.355770846909709348e+01
