Azimuth
2.145846692313743347e+02
1.116451735816132640e+02
1.037453205681641748e+02
1.034045550775909845e+02
1.049832458929867727e+02
1.075158044347863893e+02
1.110427958133834352e+02
1.156358003118084241e+02
1.216849097291258204e+02
1.298570630166128694e+02
1.411402516932363369e+02
1.565622801872580112e+02
1.758942029993366134e+02
1.960788197245618676e+02
2.132322810732722473e+02
2.260721589120572617e+02
2.353530385857222313e+02
2.421523117957613636e+02
2.472665018883791674e+02
2.511874659129349823e+02
2.541677807084465712e+02
2.562211816137743767e+02
2.568997516070856477e+02
2.537687751948076880e+02
2.151022144397105365e+02
1.113000322484697620e+02
1.035729496400197576e+02
1.032872916054379715e+02
1.048909852593534708e+02
1.074064394233918733e+02
1.109340065417516143e+02
1.155216774904122019e+02
1.215595208846760897e+02
1.297143438739627754e+02
1.409764254236191050e+02
1.563845588025775157e+02
1.757324589196727231e+02
1.959692640737076488e+02
2.131804674779650099e+02
2.260612331564472868e+02
2.353672995512377497e+02
2.421830353313088153e+02
2.473102929019655107e+02
2.512447103044833625e+02
2.542426853020394333e+02
2.563245057201349937e+02
2.570600389839545414e+02
2.540954984553767417e+02
2.166674735420361060e+02
1.110664626319437929e+02
1.033995828012485418e+02
1.031521513734914208e+02
1.047740250511080546e+02
1.072899791821287607e+02
1.108189095911707653e+02
1.154017064610958840e+02
1.214285871837364112e+02
1.295664176924804849e+02
1.408080995100024211e+02
1.562039944430321157e+02
1.755709124564386627e+02
1.958633697986709308e+02
2.131344766045772303e+02
2.260568610159545528e+02
2.353881923818840960e+02
2.422203507052998077e+02
2.473607598794922353e+02
2.513089710097312661e+02
2.543253490628772511e+02
2.564370178160160663e+02
2.572323400478992426e+02
2.544406813174748549e+02
2.182754934613264197e+02
1.107946987537610397e+02
1.032089785850238570e+02
1.030058567877547659e+02
1.046485743413976053e+02
1.071664595325392781e+02
1.106975498650110410e+02
1.152759392578872593e+02
1.212921666224622754e+02
1.294133459141721119e+02
1.406353332656006785e+02
1.560206402317339780e+02
1.754096261072202196e+02
1.957612276892232899e+02
2.130944034014033548e+02
2.260591144691958903e+02
2.354157613178547024e+02
2.422642785974591959e+02
2.474179038296328201e+02
2.513802303352897525e+02
2.544157323103571002e+02
2.565586452389111400e+02
2.574165184941272742e+02
2.548040358681543580e+02
2.199288561146532572e+02
1.104834716607423672e+02
1.030009894035924702e+02
1.028483928293465368e+02
1.045146538868422255e+02
1.070359192257685237e+02
1.105699743152190280e+02
1.151444292020285189e+02
1.211503176972958045e+02
1.292551895854810482e+02
1.404581847050663157e+02
1.558345477321974215e+02
1.752486622999709596e+02
1.956629304875907849e+02
2.130603444875786749e+02
2.260680656825970800e+02
2.354500496676782291e+02
2.423148381803270581e+02
2.474817240234691553e+02
2.514584688309848843e+02
2.545137937990443220e+02
2.566893144024056141e+02
2.576124392674400951e+02
2.551852848266859155e+02
2.216300994087314109e+02
1.101314684159602422e+02
1.027754763292938520e+02
1.026797505836692039e+02
1.043722885979304777e+02
1.068983999942409326e+02
1.104362319529515304e+02
1.150072308927772013e+02
1.210030993886261399e+02
1.290920093431088276e+02
1.402767105349536791e+02
1.556457669358047440e+02
1.750880834012351386e+02
1.955685729365043528e+02
2.130323981560089805e+02
2.260837869623476877e+02
2.354910997540629296e+02
2.423720470833680167e+02
2.475522179838602597e+02
2.515436653056839305e+02
2.546194907605181186e+02
2.568289508560618515e+02
2.578199685679289814e+02
2.555841607021822313e+02
2.233816919067611479e+02
1.097373363580025227e+02
1.025323103317944202e+02
1.024999276159279447e+02
1.042215076799594868e+02
1.067539466010660476e+02
1.102963738574689359e+02
1.148644001971264146e+02
1.208505711437954915e+02
1.289238653989609986e+02
1.400909661419491385e+02
1.554543462452279243e+02
1.749279517221073377e+02
1.954782518278521195e+02
2.130106643734762883e+02
2.261063507017631196e+02
2.355389528561660768e+02
2.424359213547162426e+02
2.476293814729085341e+02
2.516357968407446606e+02
2.547327789411232857e+02
2.569774793372976660e+02
2.580389738406556148e+02
2.560004049415912846e+02
2.251860013052834404e+02
1.092996887349503652e+02
1.022713735881539634e+02
1.023089283525332860e+02
1.040623447723345123e+02
1.066026068867790997e+02
1.101504531830675262e+02
1.147159942383037503e+02
1.206927928593419495e+02
1.287508175241250115e+02
1.399010055787883573e+02
1.552603324536992488e+02
1.747683295218407125e+02
1.953920660518789134e+02
2.129952447776373674e+02
2.261358293238216959e+02
2.355936491482067368e+02
2.425064754205504300e+02
2.477132084775368526e+02
2.517348388011088787e+02
2.548536126356962654e+02
2.571348238155134140e+02
2.582693237502559782e+02
2.564337670694935127e+02
2.270452562159481431e+02
1.088171119381796217e+02
1.019925608635902279e+02
1.021067644667381273e+02
1.038948380854511839e+02
1.064444318130121445e+02
1.099985251638301946e+02
1.145620713829113981e+02
1.205298248623790016e+02
1.285729250317996275e+02
1.397068815477949784e+02
1.550637707200313855e+02
1.746092790090242772e+02
1.953101166468881047e+02
2.129862426706304461e+02
2.261722952186545967e+02
2.356552276343576295e+02
2.425837220421085476e+02
2.478036911932024964e+02
2.518407648440727939e+02
2.549819447173437084e+02
2.573009075287340579e+02
2.585108881413575546e+02
2.568840038208992382e+02
2.289615008636806124e+02
1.082881745805786835e+02
1.016957809596980695e+02
1.018934552666649722e+02
1.037190305343392680e+02
1.062794755026850027e+02
1.098406471159787259e+02
1.144026912265786251e+02
1.203617278910215873e+02
1.283902467591084928e+02
1.395086453819876624e+02
1.548647045392921200e+02
1.744508623402547869e+02
1.952325068494108677e+02
2.129837630089985510e+02
2.262158206757733581e+02
2.357237260798654006e+02
2.426676722703665519e+02
2.479008200057870113e+02
2.519535469257779141e+02
2.551177266633580416e+02
2.574756530130179044e+02
2.587635379856276359e+02
2.573508782680289073e+02
2.309365425071283937e+02
1.077114386800166557e+02
1.013809582256991035e+02
1.016690280837010221e+02
1.035349698682085062e+02
1.061077952763004362e+02
1.096768784376141639e+02
1.142379145780036822e+02
1.201885630737785959e+02
1.282028410477429929e+02
1.393063470237167394e+02
1.546631757090463850e+02
1.742931416162364542e+02
1.951593421448153265e+02
2.129879123896348858e+02
2.262664778108287749e+02
2.357991809383680106e+02
2.427583353984221617e+02
2.480045834717127491e+02
2.520731553054751544e+02
2.552609085773626987e+02
2.576589821248908834e+02
2.590271453162276885e+02
2.578341589419395063e+02
2.329718916765791334e+02
1.070854732193531902e+02
1.010480341269446711e+02
1.014335186590463707e+02
1.033427087950007319e+02
1.059294516839270983e+02
1.095072806056373622e+02
1.140678034412717636e+02
1.200103919078428305e+02
1.280107657233941438e+02
1.391000350008037287e+02
1.544592242910838138e+02
1.741361788752490440e+02
1.950907303183400074e+02
2.129987990314502895e+02
2.263243384867071768e+02
2.358816272753948340e+02
2.428557189116392863e+02
2.481149682963501277e+02
2.521995585476254291e+02
2.554114392077872253e+02
2.578508160570545442e+02
2.593015831503839763e+02
2.583336189497706528e+02
2.350686957231155247e+02
1.064088703563790119e+02
1.006969688634659263e+02
1.011869715260172455e+02
1.031423051000221136e+02
1.057445085324521443e+02
1.093319171696488610e+02
1.138924209963438017e+02
1.198272762362205413e+02
1.278140780739463480e+02
1.388897564001741785e+02
1.542528885685570685e+02
1.739800360839326174e+02
1.950267815065442107e+02
2.130165327524587155e+02
2.263894742287807844e+02
2.359710986880555765e+02
2.429598284356271165e+02
2.482319593107910123e+02
2.523327235219084059e+02
2.555692659627764840e+02
2.580510753476153241e+02
2.595867254007459906e+02
2.588490350883583915e+02
2.372276666894830157e+02
1.056802645470345823e+02
1.003277430297880102e+02
1.009294403855262914e+02
1.029338217576989791e+02
1.055530329076906924e+02
1.091508537426350927e+02
1.137118315776213819e+02
1.196392782236543155e+02
1.276128348264197143e+02
1.386755568389846189e+02
1.540442049984624759e+02
1.738247751253428817e+02
1.949676082491771467e+02
2.130412249419704267e+02
2.264619561341430654e+02
2.360676272209429385e+02
2.430706676821424423e+02
2.483555394470761257e+02
2.524726154012212760e+02
2.557343349216449724e+02
2.582596798830767284e+02
2.598824467761483561e+02
2.593801869549780008e+02
2.394490051463842519e+02
1.048983548191032753e+02
9.994035930559201120e+01
1.006609884719921837e+02
1.027173270354820716e+02
1.053550951909434161e+02
1.089641579882579521e+02
1.135261006505031958e+02
1.194464603313047633e+02
1.274070921226621635e+02
1.384574804332624467e+02
1.538332081594010674e+02
1.736704577842409662e+02
1.949133255414788266e+02
2.130729885275782749e+02
2.265418547746736522e+02
2.361712432782962310e+02
2.431882383930216065e+02
2.484856897119764767e+02
2.526191976577555920e+02
2.559065908429923297e+02
2.584765488953310069e+02
2.601886226723679556e+02
2.599268560560467449e+02
2.417323223703986628e+02
1.040619303863152680e+02
9.953484416504738874e+01
1.003816889067659304e+02
1.024928945889053153e+02
1.051507690696045643e+02
1.087718996045760491e+02
1.133352947858603841e+02
1.192488852901697101e+02
1.271969054938072077e+02
1.382355697640896324e+02
1.536199306945647720e+02
1.735171457295867015e+02
1.948640508869324321e+02
2.131119379366168118e+02
2.266292400937950902e+02
2.362819755324946982e+02
2.433125402822659566e+02
2.486223891594395923e+02
2.527724320572511374e+02
2.560859771695988911e+02
2.587016009528845188e+02
2.605051290534135546e+02
2.604888249147119268e+02
2.440765640326395385e+02
1.031698997194332463e+02
9.911124959087874231e+01
1.000916250360189963e+02
1.022606035467988619e+02
1.049401315414341695e+02
1.085741503040394207e+02
1.131394816323704333e+02
1.190466160732317036e+02
1.269823298335265207e+02
1.380098658413771773e+02
1.534044032498988201e+02
1.733649004942124350e+02
1.948199043504992005e+02
2.131581890517667262e+02
2.267241812967991734e+02
2.363998508289723191e+02
2.434435709764194939e+02
2.487656148618224847e+02
2.529322786515296002e+02
2.562724360302262312e+02
2.589347539465427417e+02
2.608318423238711148e+02
2.610658761784017088e+02
2.464799393564612728e+02
1.022213230859975965e+02
9.866965477740889412e+01
9.979089074991212271e+01
1.020205385856515790e+02
1.047232629121241843e+02
1.083709837896120973e+02
1.129387298866616476e+02
1.188397158663378548e+02
1.267634193701228043e+02
1.377804080652921925e+02
1.531866544073977536e+02
1.732137834516614134e+02
1.947810086123735118e+02
2.132118591604734945e+02
2.268267467346418869e+02
2.365248940876682582e+02
2.435813259533961741e+02
2.489153418800454460e+02
2.530986957694215107e+02
2.564659082384491740e+02
2.591759250697799075e+02
2.611686391927906357e+02
2.616577917275723735e+02
2.489398603960639207e+02
1.012154484292840380e+02
9.821016780503244092e+01
9.947959077975203002e+01
1.017727899921278549e+02
1.045002467858079171e+02
1.081624757268955790e+02
1.127331092612339916e+02
1.186282480378290387e+02
1.265402276375211557e+02
1.375472341854143110e+02
1.529667106134991741e+02
1.730638557901820036e+02
1.947474890223051887e+02
2.132730668978405220e+02
2.269370037811249858e+02
2.366571282011540234e+02
2.437257984799302335e+02
2.490715432328084944e+02
2.532716400062035973e+02
2.566663332886517992e+02
2.594250307940137077e+02
2.615153965295885428e+02
2.622643517871289873e+02
2.514528965708060468e+02
1.001517502761348766e+02
9.773292726683621368e+01
9.915784096977090201e+01
1.015174537127551417e+02
1.042711700481850272e+02
1.079487037121413806e+02
1.125226904501375458e+02
1.184122761069499177e+02
1.263128074452338296e+02
1.373103802577135184e+02
1.527445961025452448e+02
1.729151784838747687e+02
1.947194736545432363e+02
2.133419321826521866e+02
2.270550187034056933e+02
2.367965739295997878e+02
2.438769795478378910e+02
2.492341898650237795e+02
2.534510662116709625e+02
2.568736493493177022e+02
2.596819868390008992e+02
2.618719912124168445e+02
